,aluguel,quartos,endereco,banheiro,vaga,area,bairro,rua
780,   R$ 990 /Mês  ,  1   Quarto  ,"Rua Pereira do Lago, 309 - Vila Gomes, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  20   m²  , Vila Gomes,"Rua Pereira do Lago, 309"
781,   R$ 3.500 /Mês  ,  3   Quartos  ,"Alameda Itu - Jardim Paulista, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  115   m²  , Jardim Paulista,Alameda Itu
782,   R$ 2.800 /Mês  ,  1   Quarto  ,"Rua Pintassilgo, 480 - Vila Uberabinha, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Vila Uberabinha,"Rua Pintassilgo, 480"
783,   R$ 2.500 /Mês  ,  3   Quartos  ,"Rua Camillo Nader, 175 - Vila Morumbi, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  125   m²  , Vila Morumbi,"Rua Camillo Nader, 175"
784,   R$ 8.000 /Mês  ,  3   Quartos  ,"Alameda dos Arapanés, 628 - Moema, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  198   m²  , Moema,"Alameda dos Arapanés, 628"
785,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Maria Antônia, 173 - Vila Buarque, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  26   m²  , Vila Buarque,"Rua Maria Antônia, 173"
786,   R$ 1.100 /Mês  ,  2   Quartos  ,"Rua Sílvio de Sousa - Vila Santa Clara, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  60   m²  , Vila Santa Clara,Rua Sílvio de Sousa
787,   R$ 2.400 /Mês  ,  1   Quarto  ,"Rua Antônio de Macedo Soares, 878 - Campo Belo, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , Campo Belo,"Rua Antônio de Macedo Soares, 878"
788,   R$ 3.146 /Mês  ,  2   Quartos  ,"Rua Alvorada - Vila Olímpia, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  67   m²  , Vila Olímpia,Rua Alvorada
789,   R$ 3.500 /Mês  ,  2   Quartos  ,"Rua Manuel da Nóbrega, 638 - Paraíso, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  80   m²  , Paraíso,"Rua Manuel da Nóbrega, 638"
790,   R$ 6.000 /Mês  ,  3   Quartos  ,"Rua Bacaetava, 66 - Vila Gertrudes, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  97   m²  , Vila Gertrudes,"Rua Bacaetava, 66"
791,   R$ 1.900 /Mês  ,  1   Quarto  ,"Pinheiros, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  25   m²  , SP,"Pinheiros, São Paulo"
792,   R$ 1.600 /Mês  ,  2   Quartos  ,"Rua Guarani, 460 - Bom Retiro, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , Bom Retiro,"Rua Guarani, 460"
793,   R$ 3.000 /Mês  ,  3   Quartos  ,"Rua Aimberê, 1898 - Sumaré, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  115   m²  , Sumaré,"Rua Aimberê, 1898"
794,   R$ 1.900 /Mês  ,  2   Quartos  ,"Estrada de Itapecerica, 1528 - Vila Prel, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , Vila Prel,"Estrada de Itapecerica, 1528"
795,   R$ 3.000 /Mês  ,  3   Quartos  ,"Rua Doutor Eduardo de Souza Aranha, 140 - Vila Nova Conceição, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  96   m²  , Vila Nova Conceição,"Rua Doutor Eduardo de Souza Aranha, 140"
796,   R$ 3.900 /Mês  ,  2   Quartos  ,"Rua Peixoto Gomide - Jardim Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  52   m²  , Jardim Paulista,Rua Peixoto Gomide
797,   R$ 850 /Mês  ,  1   Quarto  ,"Rua Plínio Salgado, 245 - Jardim Peri Peri, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  15   m²  , Jardim Peri Peri,"Rua Plínio Salgado, 245"
798,   R$ 1.800 /Mês  ,  1   Quarto  ,"Rua Balthazar da Veiga - Vila Nova Conceição, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  36   m²  , Vila Nova Conceição,Rua Balthazar da Veiga
799,   R$ 4.500 /Mês  ,  1   Quarto  ,"Rua Haddock Lobo, 1384 - Cerqueira César, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  84   m²  , Cerqueira César,"Rua Haddock Lobo, 1384"
800,   R$ 4.200 /Mês    R$ 770.000   ,  1   Quarto  ,"Rua George Ohm, 330 - Cidade Monções, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  52   m²  , Cidade Monções,"Rua George Ohm, 330"
801,   R$ 5.500 /Mês  ,  2   Quartos  ,"Alameda Joaquim Eugênio de Lima, 113 - Jardim Paulista, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  77   m²  , Jardim Paulista,"Alameda Joaquim Eugênio de Lima, 113"
802,   R$ 3.400 /Mês  ,  2   Quartos  ,"Rua Oscar Freire, 1735 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Pinheiros,"Rua Oscar Freire, 1735"
803,   R$ 4.800 /Mês  ,  3   Quartos  ,"Rua Barão de Jaceguai, 1305 - Campo Belo, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  130   m²  , Campo Belo,"Rua Barão de Jaceguai, 1305"
804,   R$ 1.990 /Mês  ,  1   Quarto  ,"Alameda Franca, 318 - Jardim Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  40   m²  , Jardim Paulista,"Alameda Franca, 318"
805,   R$ 7.400 /Mês  ,  3   Quartos  ,"Rua Araguari - Vila Uberabinha, São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  124   m²  , Vila Uberabinha,Rua Araguari
806,   R$ 2.000 /Mês  ,  3   Quartos  ,"Rua Eli, 674 - Vila Maria Baixa, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  73   m²  , Vila Maria Baixa,"Rua Eli, 674"
807,   R$ 5.300 /Mês  ,  3   Quartos  ,"Rua Alves Guimarães - Pinheiros, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  116   m²  , Pinheiros,Rua Alves Guimarães
808,   R$ 2.000 /Mês  ,  2   Quartos  ,"Rua Raul Pompéia, 745 - Vila Pompéia, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  81   m²  , Vila Pompéia,"Rua Raul Pompéia, 745"
809,   R$ 18.700 /Mês    R$ 6.500.000   ,  3   Quartos  ,"Rua Minas Gerais, 145 - Higienópolis, São Paulo - SP",  4   Banheiros  ,  5   Vagas  ,  347   m²  , Higienópolis,"Rua Minas Gerais, 145"
810,   R$ 5.500 /Mês    R$ 1.160.000   ,  3   Quartos  ,"Rua Bacaetava, 66 - Vila Gertrudes, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  95   m²  , Vila Gertrudes,"Rua Bacaetava, 66"
811,   R$ 3.500 /Mês  ,  1   Quarto  ,"Avenida Doutor Cardoso de Melo, 626 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  43   m²  , Vila Olímpia,"Avenida Doutor Cardoso de Melo, 626"
812,   R$ 4.300 /Mês  ,  2   Quartos  ,"Rua Bela Cintra, 1538 - Consolação, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  140   m²  , Consolação,"Rua Bela Cintra, 1538"
813,   R$ 7.950 /Mês    R$ 2.038.000   ,  3   Quartos  ,"Rua Pensilvânia - Cidade Monções, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  172   m²  , Cidade Monções,Rua Pensilvânia
814,   R$ 2.400 /Mês  ,  2   Quartos  ,"Rua Jacques Félix, 724 - Vila Nova Conceição, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  72   m²  , Vila Nova Conceição,"Rua Jacques Félix, 724"
815,   R$ 3.000 /Mês  ,  1   Quarto  ,"Rua Doutor Diogo de Faria - Vila Clementino, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  25   m²  , Vila Clementino,Rua Doutor Diogo de Faria
816,   R$ 2.250 /Mês  ,  3   Quartos  ,"Rua Ibitirama, 1809 - Vila Prudente, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Vila Prudente,"Rua Ibitirama, 1809"
817,   R$ 12.000 /Mês  ,  3   Quartos  ,"Rua Visconde de Taunay, 627 - Vila Cruzeiro, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  220   m²  , Vila Cruzeiro,"Rua Visconde de Taunay, 627"
818,   R$ 2.500 /Mês  ,  3   Quartos  ,"Rua Diana, 675 - Perdizes, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  94   m²  , Perdizes,"Rua Diana, 675"
819,   R$ 11.000 /Mês  ,  4   Quartos  ,"Rua Aimberê, 233 - Perdizes, São Paulo - SP",  6   Banheiros  ,  4   Vagas  ,  260   m²  , Perdizes,"Rua Aimberê, 233"
820,   R$ 2.880 /Mês  ,  1   Quarto  ,"Rua Henri Dunant, 1066 - Santo Amaro, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  33   m²  , Santo Amaro,"Rua Henri Dunant, 1066"
821,   R$ 1.400 /Mês  ,  2   Quartos  ,"Rua João Ferreira de Abreu - Vila Arriete, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Vila Arriete,Rua João Ferreira de Abreu
822,   R$ 2.950 /Mês  ,  1   Quarto  ,"Rua Tucuna, 824 - Perdizes, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Perdizes,"Rua Tucuna, 824"
823,   R$ 15.000 /Mês    R$ 3.100.000   ,  3   Quartos  ,"Rua Flórida, 1901 - Cidade Monções, São Paulo - SP",  4   Banheiros  ,  3   Vagas  ,  220   m²  , Cidade Monções,"Rua Flórida, 1901"
824,   R$ 8.500 /Mês  ,  3   Quartos  ,"Rua Professor José Leite e Oiticica, 240 - Vila Gertrudes, São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  150   m²  , Vila Gertrudes,"Rua Professor José Leite e Oiticica, 240"
825,   R$ 7.000 /Mês  ,  3   Quartos  ,"Rua Aracari, 177 - Itaim Bibi, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  130   m²  , Itaim Bibi,"Rua Aracari, 177"
826,   R$ 4.300 /Mês  ,  1   Quarto  ,"Rua Alves Guimarães, 1120 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  45   m²  , Pinheiros,"Rua Alves Guimarães, 1120"
827,   R$ 2.500 /Mês  ,  3   Quartos  ,"Rua Ipanema, 67 - Mooca, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  63   m²  , Mooca,"Rua Ipanema, 67"
828,   R$ 2.000 /Mês    R$ 390.000   ,  2   Quartos  ,"Rua Uruçuca, 34 - Vila Antonina, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  57   m²  , Vila Antonina,"Rua Uruçuca, 34"
829,   R$ 2.900 /Mês  ,  1   Quarto  ,"Praça Júlio Mesquita, 97 - Santa Efigênia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  46   m²  , Santa Efigênia,"Praça Júlio Mesquita, 97"
830,   R$ 1.000 /Mês  ,  1   Quarto  ,"Rua Oriçanga, 14 - Mirandópolis, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , Mirandópolis,"Rua Oriçanga, 14"
831,   R$ 2.100 /Mês  ,  1   Quarto  ,"Praça Barão de Itaqui, 755 - Vila Gomes Cardim, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Vila Gomes Cardim,"Praça Barão de Itaqui, 755"
832,   R$ 5.500 /Mês    R$ 1.060.000   ,  3   Quartos  ,"Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  89   m²  , Perdizes,Rua Ministro Ferreira Alves
833,   R$ 650 /Mês  ,  1   Quarto  ,"Rua Tabor, 255 - Ipiranga, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  16   m²  , Ipiranga,"Rua Tabor, 255"
834,   R$ 15.000 /Mês  ,  4   Quartos  ,"Rua Edson, 728 - Campo Belo, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  230   m²  , Campo Belo,"Rua Edson, 728"
835,   R$ 1.400 /Mês  ,  1   Quarto  ,"Rua Professor Pedro da Cunha, 28 - Perdizes, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  13   m²  , Perdizes,"Rua Professor Pedro da Cunha, 28"
836,   R$ 690 /Mês  ,  1   Quarto  ,"Rua Doutora Neyde Apparecida Sollitto, 256D - Vila Clementino, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  15   m²  , Vila Clementino,"Rua Doutora Neyde Apparecida Sollitto, 256D"
837,   R$ 2.300 /Mês  ,  1   Quarto  ,"Rua Doutor Diogo de Faria, 539 - Vila Clementino, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  25   m²  , Vila Clementino,"Rua Doutor Diogo de Faria, 539"
838,   R$ 4.000 /Mês  ,  3   Quartos  ,"Rua Sócrates, 161 - Vila Sofia, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  105   m²  , Vila Sofia,"Rua Sócrates, 161"
839,   R$ 2.500 /Mês  ,  3   Quartos  ,"Rua Camillo Nader, 175 - Vila Morumbi, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  125   m²  , Vila Morumbi,"Rua Camillo Nader, 175"
840,   R$ 2.750 /Mês  ,  2   Quartos  ,"Rua Maestro Cardim, 1211 - Bela Vista, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  90   m²  , Bela Vista,"Rua Maestro Cardim, 1211"
841,   R$ 2.800 /Mês  ,  2   Quartos  ,"Rua Tutóia, 839 - Vila Mariana, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  78   m²  , Vila Mariana,"Rua Tutóia, 839"
842,   R$ 1.400 /Mês  ,  3   Quartos  ,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 400 - Jardim Esmeralda, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  72   m²  , Jardim Esmeralda,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 400"
843,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Doutor Seng, 152 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  36   m²  , Bela Vista,"Rua Doutor Seng, 152"
844,   R$ 1.800 /Mês  ,  2   Quartos  ,"Rua Tamandaré, 464 - Liberdade, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  46   m²  , Liberdade,"Rua Tamandaré, 464"
845,   R$ 3.000 /Mês    R$ 650.000   ,  1   Quarto  ,"Avenida Angélica - Santa Cecília, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  40   m²  , Santa Cecília,Avenida Angélica
846,   R$ 1.800 /Mês  ,  1   Quarto  ,"Rua Doutor Plínio Barreto, 95 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  54   m²  , Bela Vista,"Rua Doutor Plínio Barreto, 95"
847,   R$ 3.250 /Mês  ,  3   Quartos  ,"Rua Treze de Maio, 1838 - Bela Vista, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  116   m²  , Bela Vista,"Rua Treze de Maio, 1838"
848,   R$ 1.500 /Mês  ,  2   Quartos  ,"Rua Coronel Camisão, 409 - Vila Gomes, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  72   m²  , Vila Gomes,"Rua Coronel Camisão, 409"
849,   R$ 800 /Mês  ,  1   Quarto  ,"Rua Gomes de Carvalho, 1005 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , Vila Olímpia,"Rua Gomes de Carvalho, 1005"
850,   R$ 18.700 /Mês    R$ 6.500.000   ,  3   Quartos  ,"Rua Minas Gerais, 145 - Higienópolis, São Paulo - SP",  4   Banheiros  ,  5   Vagas  ,  347   m²  , Higienópolis,"Rua Minas Gerais, 145"
851,   R$ 5.300 /Mês  ,  3   Quartos  ,"Rua Alves Guimarães - Pinheiros, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  116   m²  , Pinheiros,Rua Alves Guimarães
852,   R$ 4.200 /Mês  ,  2   Quartos  ,"Rua Maestro Cardim, 266 - Liberdade, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  60   m²  , Liberdade,"Rua Maestro Cardim, 266"
853,   R$ 3.100 /Mês  ,  2   Quartos  ,"Avenida Fagundes Filho - Vila Monte Alegre, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  70   m²  , Vila Monte Alegre,Avenida Fagundes Filho
854,   R$ 2.950 /Mês  ,  1   Quarto  ,"Rua Tucuna, 824 - Perdizes, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Perdizes,"Rua Tucuna, 824"
855,   R$ 1.700 /Mês  ,  1   Quarto  ,"Rua Aurora, 873 - Santa Efigênia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  36   m²  , Santa Efigênia,"Rua Aurora, 873"
856,   R$ 15.000 /Mês  ,  4   Quartos  ,"Rua Edson, 728 - Campo Belo, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  230   m²  , Campo Belo,"Rua Edson, 728"
857,   R$ 2.900 /Mês  ,  2   Quartos  ,"Rua Canário, 981 - Moema, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Moema,"Rua Canário, 981"
858,   R$ 6.100 /Mês    R$ 1.295.000   ,  2   Quartos  ,"Rua Sansão Alves dos Santos, 343 - Cidade Monções, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  75   m²  , Cidade Monções,"Rua Sansão Alves dos Santos, 343"
859,   R$ 1.600 /Mês  ,  2   Quartos  ,"Rua Vinte e Cinco de Janeiro - Luz, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  44   m²  , Luz,Rua Vinte e Cinco de Janeiro
860,   R$ 7.500 /Mês  ,  3   Quartos  ,"Rua Alexandre Dumas, 1410 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  143   m²  , Chácara Santo Antônio (Zona Sul),"Rua Alexandre Dumas, 1410"
861,   R$ 1.800 /Mês  ,  2   Quartos  ,"Rua Dom Constantino Barradas, 120 - Vila Gumercindo, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  80   m²  , Vila Gumercindo,"Rua Dom Constantino Barradas, 120"
862,   R$ 8.800 /Mês  ,  3   Quartos  ,"Rua Pensilvânia, 1342 - Cidade Monções, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  130   m²  , Cidade Monções,"Rua Pensilvânia, 1342"
863,   R$ 7.000 /Mês  ,  4   Quartos  ,"Rua Barão do Triunfo, 117 - Brooklin Paulista, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  169   m²  , Brooklin Paulista,"Rua Barão do Triunfo, 117"
864,   R$ 2.800 /Mês  ,  2   Quartos  ,"Rua Martim Francisco, 67 - Santa Cecília, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  50   m²  , Santa Cecília,"Rua Martim Francisco, 67"
865,   R$ 4.500 /Mês  ,  1   Quarto  ,"Rua Haddock Lobo, 1384 - Cerqueira César, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  84   m²  , Cerqueira César,"Rua Haddock Lobo, 1384"
866,   R$ 2.300 /Mês    R$ 575.000   ,  1   Quarto  ,"Rua Balthazar da Veiga - Vila Nova Conceição, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  37   m²  , Vila Nova Conceição,Rua Balthazar da Veiga
867,   R$ 2.500 /Mês  ,  3   Quartos  ,"Rua Guaraiúva - Cidade Monções, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  85   m²  , Cidade Monções,Rua Guaraiúva
868,   R$ 8.000 /Mês  ,  3   Quartos  ,"Alameda dos Arapanés, 628 - Moema, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  198   m²  , Moema,"Alameda dos Arapanés, 628"
869,   R$ 6.500 /Mês  ,  1   Quarto  ,"Rua Doutor Mário Ferraz, 415 - Jardim Paulistano, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  50   m²  , Jardim Paulistano,"Rua Doutor Mário Ferraz, 415"
870,   R$ 15.000 /Mês    R$ 3.100.000   ,  3   Quartos  ,"Rua Flórida, 1901 - Cidade Monções, São Paulo - SP",  4   Banheiros  ,  3   Vagas  ,  220   m²  , Cidade Monções,"Rua Flórida, 1901"
871,   R$ 1.700 /Mês  ,  2   Quartos  ,"Avenida Santa Catarina, 1531 - Vila Mascote, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  54   m²  , Vila Mascote,"Avenida Santa Catarina, 1531"
872,   R$ 3.300 /Mês  ,  3   Quartos  ,"Rua Conselheiro Brotero, 823 - Santa Cecília, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  88   m²  , Santa Cecília,"Rua Conselheiro Brotero, 823"
873,   R$ 1.400 /Mês  ,  2   Quartos  ,"Rua Tenente-Coronel Soares Neiva, 95 - Vila Aricanduva, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , Vila Aricanduva,"Rua Tenente-Coronel Soares Neiva, 95"
874,   R$ 2.890 /Mês  ,  1   Quarto  ,"Rua Artur Prado, 433 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  43   m²  , Bela Vista,"Rua Artur Prado, 433"
875,   R$ 2.200 /Mês  ,  2   Quartos  ,"Rua Artur Thiré, 1085 - Vila da Saúde, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  80   m²  , Vila da Saúde,"Rua Artur Thiré, 1085"
876,   R$ 750 /Mês  ,  1   Quarto  ,"Rua Soldado João Rodrigues, 112 - Jardim Japão, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  35   m²  , Jardim Japão,"Rua Soldado João Rodrigues, 112"
877,   R$ 15.000 /Mês    R$ 4.900.000   ,  4   Quartos  ,"Jardim Luzitânia, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  436   m²  , SP,"Jardim Luzitânia, São Paulo"
878,   R$ 1.570 /Mês  ,  3   Quartos  ,"Rua Lituânia - Alto da Mooca, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  78   m²  , Alto da Mooca,Rua Lituânia
879,   R$ 3.200 /Mês    R$ 785.000   ,  2   Quartos  ,"Rua Lydia Simões Cabral - Indianópolis, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  90   m²  , Indianópolis,Rua Lydia Simões Cabral
880,   R$ 9.000 /Mês  ,  4   Quartos  ,"Mooca, São Paulo - SP",  6   Banheiros  ,  6   Vagas  ,  608   m²  , SP,"Mooca, São Paulo"
881,   R$ 15.000 /Mês    R$ 3.990.000   ,  3   Quartos  ,"Rua Teodoro Ramos, 75 - Pacaembu, São Paulo - SP",  6   Banheiros  ,  2   Vagas  ,  268   m²  , Pacaembu,"Rua Teodoro Ramos, 75"
882,   R$ 3.000 /Mês  ,  3   Quartos  ,"Avenida Miruna - Indianópolis, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  120   m²  , Indianópolis,Avenida Miruna
883,   R$ 20.000 /Mês  ,  4   Quartos  ,"Rua Simpatia - Jardim das Bandeiras, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  650   m²  , Jardim das Bandeiras,Rua Simpatia
884,   R$ 1.500 /Mês  ,  2   Quartos  ,"Avenida Ramalho Ortigão, 200 - Vila Gumercindo, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  100   m²  , Vila Gumercindo,"Avenida Ramalho Ortigão, 200"
885,   R$ 8.000 /Mês  ,  3   Quartos  ,"Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  450   m²  , SP,"Alto de Pinheiros, São Paulo"
886,   R$ 780 /Mês  ,  1   Quarto  ,"Rua Maria Antonieta - Vila Matilde, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Vila Matilde,Rua Maria Antonieta
887,   R$ 16.000 /Mês  ,  4   Quartos  ,"Rua Nebraska - Brooklin Novo, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  200   m²  , Brooklin Novo,Rua Nebraska
888,   R$ 6.860 /Mês  ,  3   Quartos  ,"Rua Joaquim dos Reis, 267 - Vila Cruzeiro, São Paulo - SP",  6   Banheiros  ,  4   Vagas  ,  300   m²  , Vila Cruzeiro,"Rua Joaquim dos Reis, 267"
889,   R$ 4.200 /Mês  ,  1   Quarto  ,"Travessa Dona Paula - Higienópolis, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  120   m²  , Higienópolis,Travessa Dona Paula
890,   R$ 1.096 /Mês  ,  1   Quarto  ,"Rua Barão de Melgaço, 29 - Real Parque, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Real Parque,"Rua Barão de Melgaço, 29"
891,   R$ 3.700 /Mês  ,  3   Quartos  ,"Rua Moreira Cardoso - Jardim Aeroporto, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  150   m²  , Jardim Aeroporto,Rua Moreira Cardoso
892,   R$ 900 /Mês  ,  1   Quarto  ,"Parque São Luís, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , SP,"Parque São Luís, São Paulo"
893,   R$ 20.000 /Mês    R$ 4.500.000   ,  5   Quartos  ,"Rua Capitão Garcindo - Pacaembu, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  434   m²  , Pacaembu,Rua Capitão Garcindo
894,   R$ 40.000 /Mês    R$ 9.500.000   ,  5   Quartos  ,"Morumbi, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  660   m²  , SP,"Morumbi, São Paulo"
895,   R$ 4.950 /Mês    R$ 2.300.000   ,  3   Quartos  ,"Rua Paris - Sumaré, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  177   m²  , Sumaré,Rua Paris
896,   R$ 8.000 /Mês    R$ 2.300.000   ,  4   Quartos  ,"Rua Maria Luísa de Pinho - Parque da Mooca, São Paulo - SP",  4   Banheiros  ,  6   Vagas  ,  520   m²  , Parque da Mooca,Rua Maria Luísa de Pinho
897,   R$ 40.000 /Mês    R$ 5.800.000   ,  5   Quartos  ,"Cidade Jardim, São Paulo - SP",  5   Banheiros  ,  8   Vagas  ,  1000   m²  , SP,"Cidade Jardim, São Paulo"
898,   R$ 1.600 /Mês  ,  3   Quartos  ,"Vila Palmeiras, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  90   m²  , SP,"Vila Palmeiras, São Paulo"
899,   R$ 40.000 /Mês    R$ 9.500.000   ,  5   Quartos  ,"Rua Oliveira Pimentel - Jardim Paulista, São Paulo - SP",  9   Banheiros  ,  5   Vagas  ,  717   m²  , Jardim Paulista,Rua Oliveira Pimentel
900,   R$ 14.380 /Mês  ,  3   Quartos  ,"Jardim Paulista, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  250   m²  , SP,"Jardim Paulista, São Paulo"
901,   R$ 11.000 /Mês    R$ 2.600.000   ,  4   Quartos  ,"Rua Fonseca da Costa - Bosque da Saúde, São Paulo - SP",  6   Banheiros  ,  12   Vagas  ,  650   m²  , Bosque da Saúde,Rua Fonseca da Costa
