,aluguel,quartos,endereco,banheiro,vaga,area,bairro,rua,zona
285,5485,2.0,"Avenida Doutor Cardoso de Melo, 1046 - Vila Olímpia, São Paulo - SP",3.0,2.0,82, Vila Olímpia,"Avenida Doutor Cardoso de Melo, 1046",Sul
286,8800,3.0,"Rua Pensilvânia, 1342 - Cidade Monções, São Paulo - SP",5.0,3.0,130, Cidade Monções,"Rua Pensilvânia, 1342",Sul
287,2800,1.0,"Rua Pintassilgo, 480 - Vila Uberabinha, São Paulo - SP",2.0,1.0,70, Vila Uberabinha,"Rua Pintassilgo, 480",Sul
288,12000,4.0,"Rua Júlio Verne, 258 - Jardim Hípico, São Paulo - SP",6.0,2.0,288, Jardim Hípico,"Rua Júlio Verne, 258",Sul
290,3000,2.0,"Rua Cipriano Lopes França, 66 - Cidade Monções, São Paulo - SP",2.0,2.0,160, Cidade Monções,"Rua Cipriano Lopes França, 66",Sul
291,9000,3.0,"Rua Sader Macul - Itaim Bibi, São Paulo - SP",2.0,2.0,150, Itaim Bibi,Rua Sader Macul,Sul
293,8000,4.0,"Rua Doutor Mário Freire, 88 - Retiro Morumbi, São Paulo - SP",2.0,3.0,245, Retiro Morumbi,"Rua Doutor Mário Freire, 88",Sul
294,12750,4.0,"Cidade Jardim, São Paulo - SP",4.0,4.0,720, SP,"Cidade Jardim, São Paulo",Sul
295,3850,2.0,"Vila Clementino, São Paulo - SP",2.0,0.0,92, SP,"Vila Clementino, São Paulo",Sul
300,6500,4.0,"Rua Conde de Itu - Jardim Santo Amaro, São Paulo - SP",5.0,3.0,307, Jardim Santo Amaro,Rua Conde de Itu,Sul
301,20000,3.0,"Vila Nova Conceição, São Paulo - SP",5.0,1.0,330, SP,"Vila Nova Conceição, São Paulo",Sul
302,3500,2.0,"Rua Lourenço Marques - Vila Olímpia, São Paulo - SP",2.0,2.0,101, Vila Olímpia,Rua Lourenço Marques,Sul
303,700,1.0,"Avenida Jacobus Baldi, 201 - Jardim Iracema, São Paulo - SP",1.0,0.0,40, Jardim Iracema,"Avenida Jacobus Baldi, 201",Sul
306,1200,1.0,"Travessa Professor Nilo Campos Gomes, 41 - Vila Nair, São Paulo - SP",1.0,0.0,40, Vila Nair,"Travessa Professor Nilo Campos Gomes, 41",Sul
307,2200,4.0,"Avenida Cupecê, 3633 - Jardim Prudência, São Paulo - SP",2.0,1.0,120, Jardim Prudência,"Avenida Cupecê, 3633",Sul
309,2700,2.0,"Rua Oliveira Alves - Ipiranga, São Paulo - SP",2.0,1.0,130, Ipiranga,Rua Oliveira Alves,Sul
312,1200,2.0,"Rua Artur Felice, 148 - Jordanópolis, São Paulo - SP",1.0,2.0,100, Jordanópolis,"Rua Artur Felice, 148",Sul
314,3500,3.0,"Campo Belo, São Paulo - SP",2.0,2.0,200, SP,"Campo Belo, São Paulo",Sul
317,1500,1.0,"Rua Costa Aguiar, 1839 - Ipiranga, São Paulo - SP",1.0,0.0,55, Ipiranga,"Rua Costa Aguiar, 1839",Sul
327,16000,3.0,"Morumbi, São Paulo - SP",5.0,2.0,481, SP,"Morumbi, São Paulo",Sul
333,1950,2.0,"Rua Celso Ramos, 145 - Vila Andrade, São Paulo - SP",1.0,1.0,47, Vila Andrade,"Rua Celso Ramos, 145",Sul
342,2400,1.0,"Rua Antônio de Macedo Soares, 878 - Campo Belo, São Paulo - SP",1.0,1.0,48, Campo Belo,"Rua Antônio de Macedo Soares, 878",Sul
343,3146,2.0,"Rua Alvorada - Vila Olímpia, São Paulo - SP",2.0,1.0,67, Vila Olímpia,Rua Alvorada,Sul
347,3000,3.0,"Rua Doutor Eduardo de Souza Aranha, 140 - Vila Nova Conceição, São Paulo - SP",3.0,1.0,96, Vila Nova Conceição,"Rua Doutor Eduardo de Souza Aranha, 140",Sul
349,1800,1.0,"Rua Balthazar da Veiga - Vila Nova Conceição, São Paulo - SP",1.0,1.0,36, Vila Nova Conceição,Rua Balthazar da Veiga,Sul
355,5500,3.0,"Rua Bacaetava, 66 - Vila Gertrudes, São Paulo - SP",3.0,2.0,95, Vila Gertrudes,"Rua Bacaetava, 66",Sul
356,3500,1.0,"Avenida Doutor Cardoso de Melo, 626 - Vila Olímpia, São Paulo - SP",1.0,1.0,43, Vila Olímpia,"Avenida Doutor Cardoso de Melo, 626",Sul
358,7950,3.0,"Rua Pensilvânia - Cidade Monções, São Paulo - SP",5.0,3.0,172, Cidade Monções,Rua Pensilvânia,Sul
359,2400,2.0,"Rua Jacques Félix, 724 - Vila Nova Conceição, São Paulo - SP",2.0,1.0,72, Vila Nova Conceição,"Rua Jacques Félix, 724",Sul
363,15000,3.0,"Rua Flórida, 1901 - Cidade Monções, São Paulo - SP",4.0,3.0,220, Cidade Monções,"Rua Flórida, 1901",Sul
364,7000,3.0,"Rua Aracari, 177 - Itaim Bibi, São Paulo - SP",3.0,2.0,130, Itaim Bibi,"Rua Aracari, 177",Sul
370,5500,3.0,"Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP",3.0,1.0,89, Perdizes,Rua Ministro Ferreira Alves,Sul
371,650,1.0,"Rua Tabor, 255 - Ipiranga, São Paulo - SP",1.0,0.0,16, Ipiranga,"Rua Tabor, 255",Sul
373,690,1.0,"Rua Doutora Neyde Apparecida Sollitto, 256D - Vila Clementino, São Paulo - SP",1.0,0.0,15, Vila Clementino,"Rua Doutora Neyde Apparecida Sollitto, 256D",Sul
374,2300,1.0,"Rua Doutor Diogo de Faria, 539 - Vila Clementino, São Paulo - SP",1.0,0.0,25, Vila Clementino,"Rua Doutor Diogo de Faria, 539",Sul
381,2900,2.0,"Rua Canário, 981 - Moema, São Paulo - SP",1.0,1.0,50, Moema,"Rua Canário, 981",Sul
383,7500,3.0,"Rua Alexandre Dumas, 1410 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",5.0,2.0,143, Chácara Santo Antônio (Zona Sul),"Rua Alexandre Dumas, 1410",Sul
384,7000,4.0,"Rua Barão do Triunfo, 117 - Brooklin Paulista, São Paulo - SP",5.0,3.0,169, Brooklin Paulista,"Rua Barão do Triunfo, 117",Sul
385,2300,1.0,"Rua Balthazar da Veiga - Vila Nova Conceição, São Paulo - SP",1.0,1.0,37, Vila Nova Conceição,Rua Balthazar da Veiga,Sul
386,2500,3.0,"Rua Guaraiúva - Cidade Monções, São Paulo - SP",3.0,2.0,85, Cidade Monções,Rua Guaraiúva,Sul
389,6860,3.0,"Rua Joaquim dos Reis, 267 - Vila Cruzeiro, São Paulo - SP",6.0,4.0,300, Vila Cruzeiro,"Rua Joaquim dos Reis, 267",Sul
391,40000,5.0,"Morumbi, São Paulo - SP",4.0,4.0,660, SP,"Morumbi, São Paulo",Sul
392,40000,5.0,"Cidade Jardim, São Paulo - SP",5.0,8.0,1000, SP,"Cidade Jardim, São Paulo",Sul
395,9000,3.0,"Rua Leonardo Nardez - Vila Nova Conceição, São Paulo - SP",4.0,2.0,221, Vila Nova Conceição,Rua Leonardo Nardez,Sul
399,80000,6.0,"Retiro Morumbi, São Paulo - SP",10.0,11.0,1700, SP,"Retiro Morumbi, São Paulo",Sul
404,3000,2.0,"Rua São Venceslau, 243 - Vila Guarani (Z Sul), São Paulo - SP",2.0,1.0,56, Vila Guarani (Z Sul),"Rua São Venceslau, 243",Sul
405,6800,3.0,"Rua Canário, 1200 - Moema, São Paulo - SP",4.0,2.0,130, Moema,"Rua Canário, 1200",Sul
407,3000,3.0,"Avenida Mascote - Vila Mascote, São Paulo - SP",3.0,1.0,90, Vila Mascote,Avenida Mascote,Sul
409,4500,4.0,"Rua Aguaraíba, 159 - Vila Anhangüera, São Paulo - SP",3.0,2.0,300, Vila Anhangüera,"Rua Aguaraíba, 159",Sul
410,60000,4.0,"Rua Professor Luiz Oliani - Morumbi, São Paulo - SP",9.0,18.0,1100, Morumbi,Rua Professor Luiz Oliani,Sul
415,6000,4.0,"Rua Ferreira de Araújo - Pinheiros, São Paulo - SP",2.0,2.0,200, Pinheiros,Rua Ferreira de Araújo,Sul
423,1200,1.0,"Rua Doutor Artur Imbassai, 99 - Ferreira, São Paulo - SP",1.0,0.0,22, Ferreira,"Rua Doutor Artur Imbassai, 99",Sul
424,2800,2.0,"Rua Aracuípe - Jardim Prudência, São Paulo - SP",2.0,2.0,116, Jardim Prudência,Rua Aracuípe,Sul
425,16000,3.0,"Avenida Jacutinga, 360 - Indianópolis, São Paulo - SP",4.0,4.0,314, Indianópolis,"Avenida Jacutinga, 360",Sul
426,26000,3.0,"Rua Iara - Itaim Bibi, São Paulo - SP",5.0,4.0,235, Itaim Bibi,Rua Iara,Sul
427,2850,2.0,"Avenida Moema, 177 - Moema, São Paulo - SP",1.0,1.0,90, Moema,"Avenida Moema, 177",Sul
428,6000,3.0,"Rua Sócrates - Vila Sofia, São Paulo - SP",4.0,4.0,250, Vila Sofia,Rua Sócrates,Sul
429,20000,4.0,"Avenida Açocê, 261 - Indianópolis, São Paulo - SP",6.0,4.0,620, Indianópolis,"Avenida Açocê, 261",Sul
433,9500,2.0,"Rua João Cachoeira, 250 - Vila Nova Conceição, São Paulo - SP",2.0,2.0,90, Vila Nova Conceição,"Rua João Cachoeira, 250",Sul
435,20000,4.0,"Avenida Jandira - Indianópolis, São Paulo - SP",4.0,8.0,575, Indianópolis,Avenida Jandira,Sul
440,5200,5.0,"Rua Antônio Aggio - Jardim Ampliação, São Paulo - SP",4.0,4.0,235, Jardim Ampliação,Rua Antônio Aggio,Sul
445,8500,2.0,"Avenida Rouxinol, 850 - Indianópolis, São Paulo - SP",2.0,1.0,82, Indianópolis,"Avenida Rouxinol, 850",Sul
446,25000,3.0,"Rua Domingos Leme - Vila Nova Conceição, São Paulo - SP",3.0,4.0,357, Vila Nova Conceição,Rua Domingos Leme,Sul
451,12000,4.0,"Rua Jesuíno Arruda - Itaim Bibi, São Paulo - SP",3.0,3.0,300, Itaim Bibi,Rua Jesuíno Arruda,Sul
454,16000,2.0,"Rua Constantino de Sousa - Campo Belo, São Paulo - SP",2.0,3.0,200, Campo Belo,Rua Constantino de Sousa,Sul
459,9000,3.0,"Rua Jamanari - Vila Andrade, São Paulo - SP",4.0,4.0,366, Vila Andrade,Rua Jamanari,Sul
460,2760,1.0,"Rua Diogo Jácome, 954 - Vila Nova Conceição, São Paulo - SP",1.0,1.0,50, Vila Nova Conceição,"Rua Diogo Jácome, 954",Sul
461,3500,1.0,"Rua Bandeira Paulista, 65 - Itaim Bibi, São Paulo - SP",1.0,1.0,75, Itaim Bibi,"Rua Bandeira Paulista, 65",Sul
463,3000,1.0,"Avenida Brigadeiro Faria Lima, 3989 - Itaim Bibi, São Paulo - SP",1.0,1.0,29, Itaim Bibi,"Avenida Brigadeiro Faria Lima, 3989",Sul
464,10500,1.0,"Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP",1.0,2.0,65, Vila Olímpia,"Rua Elvira Ferraz, 250",Sul
465,5900,1.0,"Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP",1.0,1.0,42, Vila Olímpia,"Rua Elvira Ferraz, 250",Sul
466,2300,1.0,"Alameda dos Anapurus, 1661 - Indianópolis, São Paulo - SP",1.0,1.0,45, Indianópolis,"Alameda dos Anapurus, 1661",Sul
467,2794,1.0,"Alameda dos Aicás, , 392 - Indianópolis, São Paulo - SP",1.0,1.0,42, Indianópolis,"Alameda dos Aicás, , 392",Sul
469,2100,1.0,"Avenida Moema, 177 - Moema, São Paulo - SP",1.0,1.0,52, Moema,"Avenida Moema, 177",Sul
470,1880,1.0,"Alameda dos Anapurus, 1661 - Indianópolis, São Paulo - SP",1.0,1.0,33, Indianópolis,"Alameda dos Anapurus, 1661",Sul
471,1350,1.0,"Avenida Rouxinol, 55 - Indianópolis, São Paulo - SP",1.0,1.0,30, Indianópolis,"Avenida Rouxinol, 55",Sul
472,3000,1.0,"Rua Doutor Diogo de Faria, 1201 - Vila Clementino, São Paulo - SP",1.0,1.0,35, Vila Clementino,"Rua Doutor Diogo de Faria, 1201",Sul
473,2700,1.0,"Avenida Moema, 177 - Moema, São Paulo - SP",1.0,1.0,60, Moema,"Avenida Moema, 177",Sul
474,550,5.0,"Rua Ribeiro do Vale, 1458 - Brooklin Paulista, São Paulo - SP",4.0,0.0,12, Brooklin Paulista,"Rua Ribeiro do Vale, 1458",Sul
475,3000,1.0,"Rua Pedroso Alvarenga, 1256 - Itaim Bibi, São Paulo - SP",1.0,1.0,30, Itaim Bibi,"Rua Pedroso Alvarenga, 1256",Sul
477,1200,1.0,"Alameda dos Anapurus, , 1661 - Indianópolis, São Paulo - SP",1.0,1.0,33, Indianópolis,"Alameda dos Anapurus, , 1661",Sul
478,650,1.0,"Rua Henrique Fausto Lancellotti, , 6334 - Nova Piraju, São Paulo - SP",1.0,1.0,29, Nova Piraju,"Rua Henrique Fausto Lancellotti, , 6334",Sul
482,500,1.0,"Rua Visconde de Ourem, 210 - Jardim Aeroporto, São Paulo - SP",1.0,0.0,12, Jardim Aeroporto,"Rua Visconde de Ourem, 210",Sul
483,2500,2.0,"Rua Alvorada, 1009 - Vila Olímpia, São Paulo - SP",1.0,1.0,55, Vila Olímpia,"Rua Alvorada, 1009",Sul
485,1300,1.0,"Rua Borges Lagoa, 1209 - Vila Clementino, São Paulo - SP",1.0,1.0,30, Vila Clementino,"Rua Borges Lagoa, 1209",Sul
488,2000,1.0,"Avenida Moema, 177 - Moema, São Paulo - SP",1.0,1.0,60, Moema,"Avenida Moema, 177",Sul
491,1260,1.0,"Rua Pedroso Alvarenga, 543 - Itaim Bibi, São Paulo - SP",1.0,1.0,32, Itaim Bibi,"Rua Pedroso Alvarenga, 543",Sul
492,2510,1.0,"Avenida Aratãs, 400 - Indianópolis, São Paulo - SP",1.0,1.0,38, Indianópolis,"Avenida Aratãs, 400",Sul
504,1200,1.0,"Rua São Sebastião, 80 - Vila da Saúde, São Paulo - SP",1.0,1.0,30, Vila da Saúde,"Rua São Sebastião, 80",Sul
515,3300,1.0,"Rua Alvorada - Vila Olímpia, São Paulo - SP",1.0,0.0,26, Vila Olímpia,Rua Alvorada,Sul
518,1500,1.0,"Rua Frei Duarte Jorge de Mendonça, 67 - Vila Andrade, São Paulo - SP",1.0,1.0,33, Vila Andrade,"Rua Frei Duarte Jorge de Mendonça, 67",Sul
520,1700,1.0,"Rua Marie Nader Calfat, 270 - Jardim Ampliação, São Paulo - SP",1.0,1.0,31, Jardim Ampliação,"Rua Marie Nader Calfat, 270",Sul
522,2850,1.0,"Cidade Monções, São Paulo - SP",2.0,1.0,34, SP,"Cidade Monções, São Paulo",Sul
531,12000,5.0,"Rua Vicente Góes e Aranha, 587 - Vila Tramontano, São Paulo - SP",6.0,6.0,463, Vila Tramontano,"Rua Vicente Góes e Aranha, 587",Sul
536,4800,3.0,"Rua Elvira Ferraz, 0 - Vila Olímpia, São Paulo - SP",2.0,1.0,110, Vila Olímpia,"Rua Elvira Ferraz, 0",Sul
537,8000,4.0,"Rua Artur Dias - Bosque da Saúde, São Paulo - SP",4.0,7.0,609, Bosque da Saúde,Rua Artur Dias,Sul
538,3000,3.0,"Rua João Elias Calache - Jardim Santo Antoninho, São Paulo - SP",4.0,2.0,125, Jardim Santo Antoninho,Rua João Elias Calache,Sul
540,2500,3.0,"Rua Rishin Matsuda, 268 - Vila Santa Catarina, São Paulo - SP",3.0,2.0,90, Vila Santa Catarina,"Rua Rishin Matsuda, 268",Sul
541,3500,3.0,"Jardim Taquaral, São Paulo - SP",3.0,2.0,220, SP,"Jardim Taquaral, São Paulo",Sul
544,14008,5.0,"Rua Irineu Marinho, 663 - Santo Amaro, São Paulo - SP",8.0,6.0,700, Santo Amaro,"Rua Irineu Marinho, 663",Sul
545,11000,4.0,"Avenida Sílvio Sciumbata, 405 - Interlagos, São Paulo - SP",7.0,5.0,945, Interlagos,"Avenida Sílvio Sciumbata, 405",Sul
546,3300,3.0,"Rua Huet Bacelar, 219 - Ipiranga, São Paulo - SP",4.0,2.0,125, Ipiranga,"Rua Huet Bacelar, 219",Sul
548,5850,5.0,"Rua João de Gênova, 12 - Santo Amaro, São Paulo - SP",5.0,3.0,190, Santo Amaro,"Rua João de Gênova, 12",Sul
550,1500,2.0,"Rua Professor Nicolau Maria Rossetti - Vila Império, São Paulo - SP",1.0,1.0,95, Vila Império,Rua Professor Nicolau Maria Rossetti,Sul
554,6200,3.0,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo - SP",4.0,4.0,260, Vila Olímpia,Rua Gomes de Carvalho,Sul
556,3500,3.0,"Rua Napoleão de Barros - Vila Clementino, São Paulo - SP",3.0,0.0,140, Vila Clementino,Rua Napoleão de Barros,Sul
560,9500,4.0,"Rua Ubaíra, 32 - Indianópolis, São Paulo - SP",2.0,4.0,200, Indianópolis,"Rua Ubaíra, 32",Sul
562,5500,3.0,"Rua Capitão Pinto Ferreira, 124 - Jardim Paulista, São Paulo - SP",2.0,2.0,160, Jardim Paulista,"Rua Capitão Pinto Ferreira, 124",Sul
566,18000,4.0,"Avenida Guarapiranga, 1783 - Praia da Lagoa, São Paulo - SP",6.0,6.0,721, Praia da Lagoa,"Avenida Guarapiranga, 1783",Sul
567,10000,3.0,"Rua Canuto Borelli - Vila Castelo, São Paulo - SP",3.0,8.0,220, Vila Castelo,Rua Canuto Borelli,Sul
568,8000,3.0,"Parque Maria Fernandes, São Paulo - SP",3.0,0.0,2000, SP,"Parque Maria Fernandes, São Paulo",Sul
570,4000,2.0,"Rua Benvinda Cândida - Chácara Bosque do Sul, São Paulo - SP",3.0,5.0,250, Chácara Bosque do Sul,Rua Benvinda Cândida,Sul
571,5000,3.0,"Jardim Santa Tereza, São Paulo - SP",3.0,15.0,120, SP,"Jardim Santa Tereza, São Paulo",Sul
572,1600,2.0,"Estrada da Ligação - Parque Lagoa Rica, São Paulo - SP",2.0,10.0,1900, Parque Lagoa Rica,Estrada da Ligação,Sul
573,5500,2.0,"Rua Henrique Hessel - Parelheiros, São Paulo - SP",3.0,40.0,400, Parelheiros,Rua Henrique Hessel,Sul
574,7000,3.0,"Rua Irmã Maria Lourença - Jardim Shangrilá (Zona Sul), São Paulo - SP",0.0,30.0,0, Jardim Shangrilá (Zona Sul),Rua Irmã Maria Lourença,Sul
575,11000,3.0,"Estrada Engenheiro Marsilac - Parelheiros, São Paulo - SP",1.0,10.0,250, Parelheiros,Estrada Engenheiro Marsilac,Sul
576,6000,8.0,"Praia da Lagoa, São Paulo - SP",2.0,8.0,1000, SP,"Praia da Lagoa, São Paulo",Sul
581,6000,0.0,"Paulicéia, São Bernardo do Campo - SP",0.0,0.0,480, SP,"Paulicéia, São Bernardo do Campo",Sul
583,5500,0.0,"Rua Dona Virgínia - Chácara Vista Alegre, São Paulo - SP",7.0,8.0,600, Chácara Vista Alegre,Rua Dona Virgínia,Sul
584,7000,2.0,"Jardim Francisco Mendes, São Paulo - SP",2.0,20.0,300, SP,"Jardim Francisco Mendes, São Paulo",Sul
588,15000,5.0,"Fazenda Morumbi, São Paulo - SP",5.0,7.0,983, SP,"Fazenda Morumbi, São Paulo",Sul
591,6931,4.0,"Rua Doutor Cristiano de Sousa - Jardim Leonor, São Paulo - SP",4.0,4.0,341, Jardim Leonor,Rua Doutor Cristiano de Sousa,Sul
